path_id,latitude,longitude
SLC0,40.80450318753719,-111.997644
SLC0,40.79881416261196,-111.99701727641944
SLC0,40.79312324523926,-111.99640753392761
SLC0,40.78743091225624,-111.99581147344941
SLC0,40.781737476587296,-111.9952263747559
SLC0,40.77604305744171,-111.99464992522081
SLC0,40.77034802734852,-111.994080108083
SLC0,40.76465252041817,-111.99351511443864
SLC0,40.75895668566227,-111.99295327844798
SLC0,40.75326070189476,-111.99239302348735
SLC0,40.74756470322609,-111.9918328172673
SLC0,40.74186888337135,-111.9912711289056
SLC0,40.73617334663868,-111.99070638689463
SLC0,40.730478286743164,-111.99013693471204
SLC0,40.7247838973999,-111.98956097515516
SLC0,40.71909034252167,-111.98897651024268
SLC0,40.71339789032936,-111.98838125556267
SLC0,40.70770689845085,-111.98777252702324
SLC0,40.70201773941517,-111.98714707861774
SLC0,40.69633084535599,-111.9865008624691
SLC0,40.69064697623253,-111.98582865440382
SLC0,40.68496713042259,-111.98512344460987
SLC0,40.679292768239975,-111.98437532927817
SLC0,40.673626348376274,-111.98356942767747
SLC0,40.66797232627869,-111.98268131844614
SLC0,40.66233994066715,-111.98166516380435
SLC1,40.77700319350697,-111.973411
SLC1,40.77132072113454,-111.9727561613638
SLC1,40.76563833002001,-111.97210062914989
SLC1,40.75995600922033,-111.97144447557969
SLC1,40.75427375268191,-111.97078777356177
SLC1,40.74859155062586,-111.9701305965926
SLC1,40.74290939606726,-111.9694730187188
SLC1,40.737227278761566,-111.96881511445056
SLC1,40.731545188697055,-111.96815695862139
SLC1,40.72586312144995,-111.96749862633739
SLC1,40.72018106421456,-111.96684019289157
SLC1,40.71449901093729,-111.96618173367762
SLC1,40.70881695300341,-111.96552332410369
SLC1,40.70313487807289,-111.96486503950575
SLC1,40.69745278195478,-111.96420695506171
SLC1,40.691770653706044,-111.96354914571937
SLC1,40.686088484711945,-111.96289168610353
SLC1,40.68040626635775,-111.9622346503961
SLC1,40.67472399142571,-111.9615781122971
SLC1,40.66904164943844,-111.96092214492839
SLC1,40.66335923364386,-111.96026682075585
SLC1,40.65767673612572,-111.95961221167869
SLC1,40.651994148036465,-111.95895838849059
SLC1,40.64631146029569,-111.95830542122977
SLC1,40.64062866731547,-111.95765337927983
SLC1,40.6349457600154,-111.95700233043321
SLC1,40.62926273117773,-111.95635234205467
SLC1,40.62357957358472,-111.95570347973677
SLC2,40.81216609477997,-112.00294
SLC2,40.8146436214447,-112.00090296515968
SLC2,40.809033036231995,-111.99973796018999
SLC2,40.8033607006073,-111.99889972764
SLC2,40.79767942428589,-111.99812460897532
SLC2,40.79200220108032,-111.99731585711008
SLC2,40.78635764122009,-111.99630887667367
SLC2,40.785731077194214,-111.99414164637427
SLC2,40.79140901565552,-111.99336047354295
SLC3,40.59135901927948,-111.952119
SLC3,40.585697293281555,-111.95134029650193
SLC3,40.580023884773254,-111.95065370645541
SLC3,40.57434606552124,-111.95000110090206
SLC3,40.568668484687805,-111.94934802769603
SLC3,40.56299531459808,-111.94865977509617
