path_id,coefficients,max_lat,max_long,min_lat,min_long
EWR0,"[-9.57456845e-32 -5.21868313e-33  2.77883320e-28 -2.74703609e-26
  1.84221363e-24 -9.01345767e-23  2.12982942e-21  1.84884242e-19
 -3.50627206e-17  3.64501496e-15 -2.97312145e-13  2.00413264e-11
 -1.05903139e-09  3.04815992e-08  1.98773452e-06 -4.58138506e-04
  5.14319807e-02 -4.21681213e+00  2.34482449e+02  2.44238389e+01
 -2.45667241e+06]",40.678932175040245,-74.173383,40.507482048124075,-74.281982
EWR1,"[ 4.00984618e-31 -1.61108075e-32 -1.15880266e-27  1.14613833e-25
 -7.68897522e-24  3.76614310e-22 -8.97293367e-21 -7.60405629e-19
  1.45123271e-16 -1.51024013e-14  1.23232078e-12 -8.30919793e-11
  4.39530554e-09 -1.27333405e-07 -8.10540177e-06  1.88350507e-03
 -2.11701675e-01  1.73626305e+01 -9.65921971e+02  6.96554724e+01
  1.00771715e+07]",40.8233303911984,-74.081543,40.701631873846054,-74.158963
EWR2,"[-1.46995081e-32  4.36714218e-31  3.32899735e-30 -2.05554819e-27
  2.32051364e-25 -1.96466125e-23  1.42349330e-21 -9.03647807e-20
  4.86642039e-18 -1.89787991e-16  8.37246456e-17  1.03181562e-12
 -1.46406034e-10  1.49855535e-08 -1.30003553e-06  9.87875668e-05
 -6.42503277e-03  3.13759066e-01 -2.90187169e+00 -1.99869797e+03
  3.71111519e+05]",40.74031197919976,-74.111938,40.69181239773752,-74.169434
