path_id,latitude,longitude
LHR0,51.477538182080536,-0.468348
LHR0,51.47758835288534,-0.46137684978515053
LHR0,51.47761251070186,-0.4544055433464703
LHR0,51.477636087909325,-0.4474342346330373
LHR0,51.47766144557864,-0.4404629321296338
LHR0,51.477685969714166,-0.43349162666816765
LHR0,51.477708100103946,-0.42652031321029743
LHR0,51.477728160751234,-0.4195489934664228
LHR0,51.47774748879575,-0.41257767163934167
LHR0,51.477767429159144,-0.40560635154502767
LHR0,51.47778873300846,-0.39863503548793094
LHR0,51.47781140748024,-0.3916637237483224
LHR0,51.47783487583183,-0.3846924146290721
LHR0,51.477858275045,-0.37772110527836056
LHR0,51.477880753898155,-0.3707497929067811
LHR0,51.47790169019379,-0.3637784757409636
LHR0,51.4779207969309,-0.3568071533253842
LHR0,51.477938124112995,-0.34983582625227605
LHR0,51.477953984110705,-0.3428644956817472
LHR0,51.47796883629083,-0.3358931628850259
LHR0,51.477983164860454,-0.328921828989203
LHR0,51.47799737630445,-0.32195049485309113
LHR0,51.47801173268483,-0.31497916101422835
LHR0,51.478026326816774,-0.3080078276689072
LHR0,51.47804109653403,-0.30103649469298904
LHR0,51.478055868781674,-0.2940651617224068
LHR0,51.47807042051268,-0.28709382828874613
LHR0,51.478084542246805,-0.28012249397179056
LHR0,51.478098091383394,-0.2731511585188737
LHR0,51.47811102544257,-0.2661798218981459
LHR0,51.47812340973349,-0.25920848427789384
LHR0,51.478135398850604,-0.2522371459661699
LHR0,51.47814719619346,-0.24526580732679967
LHR0,51.47815899974525,-0.2382944686979246
LHR0,51.47817094506552,-0.23132313031053314
LHR0,51.47818305742434,-0.22435179221125987
LHR0,51.478195223992095,-0.21738045420617846
LHR0,51.47820719400311,-0.21040911586177896
LHR0,51.478218610104264,-0.20343777659051307
LHR0,51.478229068240964,-0.19646643582116605
LHR0,51.478238197239676,-0.189495093190477
LHR0,51.47824574375173,-0.18252374866925702
LHR0,51.47825164456674,-0.17555240256071927
LHR0,51.478256067603446,-0.16858105535275508
LHR0,51.47825940604901,-0.16160970753465279
LHR0,51.47826221763144,-0.15463835948039517
LHR0,51.4782651126935,-0.1476670114608426
LHR0,51.47826860948925,-0.14069566372008582
LHR0,51.478272990666014,-0.13372431648011493
LHR0,51.478278207530145,-0.1267529698134859
LHR0,51.478283883105576,-0.11978162350224397
LHR0,51.478289454093776,-0.11281027710739192
LHR0,51.47829445670068,-0.10583893028342846
LHR0,51.47829889114284,-0.09886758307309816
LHR0,51.478303481990785,-0.0918962359669475
LHR0,51.47830947236806,-0.08492488994297724
LHR0,51.47831733426601,-0.07795354576400876
LHR0,51.47832342901873,-0.07098220005061051
LHR1,51.48982551234076,-0.574481
LHR1,51.48296847456368,-0.5732355512840399
LHR1,51.47677720192587,-0.5703555136263613
LHR1,51.47993443807354,-0.5645908809702146
LHR1,51.48226239538053,-0.5583038811406194
LHR1,51.478634669678286,-0.5524492147665568
LHR1,51.47372416825965,-0.5475043837113287
LHR1,51.46909843798494,-0.5422993238384883
LHR1,51.46576460596407,-0.5362100817945417
LHR1,51.46451154345414,-0.5293797576125681
LHR1,51.46460304723587,-0.5224137393081775
LHR1,51.46486621443182,-0.5154496018617427
LHR1,51.46485492348438,-0.5084807155096094
LHR1,51.46469361067284,-0.5015132401446807
LHR1,51.46462362614693,-0.4945444074398236
LHR1,51.464709665451664,-0.4875756721879829
LHR1,51.46483416983392,-0.4806074453073721
LHR1,51.46487269876525,-0.47363827150953314
LHR1,51.46484053583117,-0.4666689981551569
LHR1,51.46485191700049,-0.4596997026651033
LHR1,51.464917175879236,-0.4527306627981656
LHR1,51.464882621366996,-0.4457615172864647
LHR1,51.46514114405727,-0.43880467264469175
